Kingdom	Phylum	Class	Order	Family	Genus
ASV23125	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23126	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23127	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV23128	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	NA	NA
ASV23129	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23130	Archaea	NA	NA	NA	NA	NA
ASV23131	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV23132	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV23133	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23134	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23135	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23136	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV23137	Archaea	Euryarchaeota	Halobacteria	NA	NA	NA
ASV23138	Archaea	NA	NA	NA	NA	NA
ASV23139	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23140	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23142	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23143	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23144	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV23145	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
ASV23146	Archaea	Diapherotrites	Candidatus_Iainarchaeum	NA	NA	NA
ASV23148	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV23149	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23150	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23151	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23152	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	NA
ASV23153	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23154	Archaea	NA	NA	NA	NA	NA
ASV23155	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23156	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23157	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23158	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23160	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23161	Archaea	Diapherotrites	NA	NA	NA	NA
ASV23162	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23163	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23164	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23165	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV23166	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23167	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methermicoccaceae	Methermicoccus
ASV23168	Archaea	NA	NA	NA	NA	NA
ASV23169	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV23170	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methermicoccaceae	Methermicoccus
ASV23171	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23172	Archaea	NA	NA	NA	NA	NA
ASV23174	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23175	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix
ASV23176	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23177	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23178	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23179	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV23180	Archaea	NA	NA	NA	NA	NA
ASV23181	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV23182	Archaea	NA	NA	NA	NA	NA
ASV23183	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23184	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23185	Archaea	Woesearchaeota	NA	NA	NA	NA
ASV23187	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV23188	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV23189	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV23190	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23191	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23192	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV23193	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23194	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23195	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23196	Archaea	Diapherotrites	Diapherotrites_Incertae_Sedis_AR10	NA	NA	NA
ASV23197	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23198	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23199	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23200	Archaea	Diapherotrites	Candidatus_Iainarchaeum	NA	NA	NA
ASV23201	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23202	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	NA	NA
ASV23203	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23204	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23205	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23206	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV23207	Archaea	NA	NA	NA	NA	NA
ASV23208	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23209	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23210	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV23211	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix
ASV23212	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23213	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	NA	NA
ASV23214	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23216	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23217	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV23218	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23219	Archaea	NA	NA	NA	NA	NA
ASV23220	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23221	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23222	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23223	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix
ASV23225	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23226	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23227	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23228	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23229	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23230	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23231	Archaea	NA	NA	NA	NA	NA
ASV23232	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23233	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV23234	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23235	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23236	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23237	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23238	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23239	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV23241	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23242	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV23243	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23244	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23245	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23246	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	NA	NA
ASV23247	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV23249	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicroarcula
ASV23250	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23251	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23252	Archaea	Aenigmarchaeota	Candidatus_Aenigmarchaeum	NA	NA	NA
ASV23253	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
ASV23254	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum
ASV23256	Archaea	Diapherotrites	Candidatus_Iainarchaeum	NA	NA	NA
ASV23257	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23258	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23259	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	NA
ASV23260	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV23261	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV23262	Archaea	NA	NA	NA	NA	NA
ASV23263	Archaea	NA	NA	NA	NA	NA
ASV23264	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23265	Archaea	NA	NA	NA	NA	NA
ASV23266	Archaea	NA	NA	NA	NA	NA
ASV23267	Archaea	Woesearchaeota	NA	NA	NA	NA
ASV23268	Archaea	NA	NA	NA	NA	NA
ASV23269	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23270	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23271	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23272	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23273	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Salinigranum
ASV23274	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23276	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides
ASV23277	Archaea	NA	NA	NA	NA	NA
ASV23278	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23279	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23280	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23281	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23282	Archaea	NA	NA	NA	NA	NA
ASV23283	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23285	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23286	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23287	Archaea	NA	NA	NA	NA	NA
ASV23288	Archaea	Aenigmarchaeota	Candidatus_Aenigmarchaeum	NA	NA	NA
ASV23289	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23294	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix
ASV23297	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23300	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23301	Archaea	Euryarchaeota	Halobacteria	NA	NA	NA
ASV23305	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23306	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23307	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV23308	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23309	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus
ASV23311	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23312	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23313	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23314	Archaea	NA	NA	NA	NA	NA
ASV23315	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23316	Archaea	NA	NA	NA	NA	NA
ASV23318	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23319	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23321	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23322	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23324	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23325	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23326	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23327	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV23328	Archaea	NA	NA	NA	NA	NA
ASV23330	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23331	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23332	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23333	Archaea	NA	NA	NA	NA	NA
ASV23334	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV23335	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23336	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23337	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV23338	Archaea	NA	NA	NA	NA	NA
ASV23339	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23340	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	NA	NA
ASV23341	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23342	Archaea	NA	NA	NA	NA	NA
ASV23344	Archaea	Aenigmarchaeota	Candidatus_Aenigmarchaeum	NA	NA	NA
ASV23345	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23346	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23347	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23348	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23349	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23350	Archaea	NA	NA	NA	NA	NA
ASV23351	Archaea	NA	NA	NA	NA	NA
ASV23354	Archaea	NA	NA	NA	NA	NA
ASV23355	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV23357	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23359	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23360	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23361	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	NA	NA
ASV23365	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23369	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23371	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23372	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV23373	Archaea	Diapherotrites	Candidatus_Iainarchaeum	NA	NA	NA
ASV23374	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV23375	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix
ASV23376	Archaea	NA	NA	NA	NA	NA
ASV23380	Archaea	NA	NA	NA	NA	NA
ASV23381	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23382	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23383	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23384	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23385	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23386	Archaea	Euryarchaeota	Thermoplasmata	NA	NA	NA
ASV23388	Archaea	Aenigmarchaeota	Candidatus_Aenigmarchaeum	NA	NA	NA
ASV23389	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23390	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23391	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV23392	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23393	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix
ASV23394	Archaea	NA	NA	NA	NA	NA
ASV23395	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23396	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23397	Archaea	NA	NA	NA	NA	NA
ASV23398	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23401	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
ASV23402	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
ASV23403	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23404	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23405	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23406	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV23407	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23408	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV23409	Archaea	NA	NA	NA	NA	NA
ASV23411	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23412	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23413	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV23414	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV23415	Archaea	NA	NA	NA	NA	NA
ASV23416	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23417	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23419	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23420	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23421	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV23422	Archaea	NA	NA	NA	NA	NA
ASV23423	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23424	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23425	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV23426	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23427	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV23428	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV23429	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23430	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV23431	Archaea	NA	NA	NA	NA	NA
ASV23432	Archaea	NA	NA	NA	NA	NA
ASV23433	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV23434	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23435	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23436	Archaea	NA	NA	NA	NA	NA
ASV23437	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23438	Archaea	NA	NA	NA	NA	NA
ASV23440	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23441	Archaea	Woesearchaeota	Woesearchaeota_Incertae_Sedis_AR18	NA	NA	NA
ASV23443	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23444	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	NA	NA
ASV23445	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23446	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23447	Archaea	NA	NA	NA	NA	NA
ASV23448	Archaea	NA	NA	NA	NA	NA
ASV23449	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
ASV23450	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV23451	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
ASV23453	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23454	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV23455	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23456	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV23457	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV23458	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	NA
ASV23459	Archaea	NA	NA	NA	NA	NA
ASV23460	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23461	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV23462	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23463	Archaea	NA	NA	NA	NA	NA
ASV23465	Archaea	NA	NA	NA	NA	NA
ASV23466	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23467	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23468	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23469	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23470	Archaea	NA	NA	NA	NA	NA
ASV23471	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV23472	Archaea	NA	NA	NA	NA	NA
ASV23473	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23474	Archaea	Diapherotrites	NA	NA	NA	NA
ASV23475	Archaea	NA	NA	NA	NA	NA
ASV23476	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methermicoccaceae	Methermicoccus
ASV23477	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV23478	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23479	Archaea	NA	NA	NA	NA	NA
ASV23481	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23482	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23483	Archaea	NA	NA	NA	NA	NA
ASV23484	Archaea	NA	NA	NA	NA	NA
ASV23485	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23486	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus
ASV23487	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	NA	NA
ASV23488	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Stetteria
ASV23491	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	NA	NA
ASV23492	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23493	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Salinigranum
ASV23494	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV23495	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV23496	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV23498	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovenus
ASV23499	Archaea	Euryarchaeota	Halobacteria	NA	NA	NA
